x[i]|V[i]|Psi[i]|Chi[i]|Psi2[i]
-62.7|0|4.96227e-132|1.42396e-131|0
-62.6|0|7.01411e-131|-9.96711e-132|0
-62.5|0|1.81196e-131|-3.32009e-130|0
-62.4|0|-1.50788e-129|-3.83365e-130|0
-62.3|0|-3.12631e-129|6.57319e-129|0
-62.2|0|2.72414e-128|2.02361e-128|0
-62.1|0|1.17053e-127|-1.06379e-127|0
-62|0|-3.79388e-127|-6.29583e-127|0
-61.9|0|-3.20676e-126|1.16536e-126|0
-61.8|0|2.41359e-126|1.56233e-125|0
-61.7|0|7.30096e-125|2.95671e-126|0
-61.6|0|7.86737e-125|-3.28189e-124|0
-61.5|0|-1.41265e-123|-6.46816e-124|0
-61.4|0|-4.17477e-123|5.80519e-123|0
-61.3|0|2.24255e-122|2.39366e-122|0
-61.2|0|1.27432e-121|-7.97832e-122|0
-61.1|0|-2.45172e-121|-6.42205e-121|0
-61|0|-3.0913e-120|5.35546e-121|0
-60.9|0|-3.27386e-121|1.42945e-119|0
-60.8|0|6.34669e-119|1.3937e-119|0
-60.7|0|1.17632e-118|-2.70648e-118|0
-60.6|0|-1.09976e-117|-7.5823e-118|0
-60.5|0|-4.32119e-117|4.22421e-117|0
-60.4|0|1.49398e-116|2.2795e-116|0
-60.3|0|1.13661e-115|-4.63932e-116|0
-60.2|0|-1.06202e-115|-5.41479e-115|0
-60.1|0|-2.4745e-114|2.94124e-117|0
-60|0|-2.11768e-114|1.0879e-113|0
-59.9|0|4.58678e-113|1.85822e-113|0
-59.8|0|1.20586e-112|-1.84978e-112|0
-59.7|0|-7.04573e-112|-6.84086e-112|0
-59.6|0|-3.58128e-111|2.49234e-111|0
-59.5|0|7.79358e-111|1.76922e-110|0
-59.4|0|8.33881e-110|-1.89238e-110|0
-59.3|0|-1.14398e-110|-3.77324e-109|0
-59.2|0|-1.6405e-108|-2.67135e-109|0
-59.1|0|-2.53219e-108|6.85712e-108|0
-59|0|2.73915e-107|1.66304e-107|0
-58.9|0|9.43528e-107|-1.03891e-106|0
-58.8|0|-3.66607e-106|-4.90959e-106|0
-58.7|0|-2.40516e-105|1.16263e-105|0
-58.6|0|2.967e-105|1.12329e-104|0
-58.5|0|5.03017e-104|-3.39518e-105|0
-58.4|0|2.70755e-104|-2.16718e-103|0
-58.3|0|-8.96901e-103|-2.92384e-103|0
-58.2|0|-1.97332e-102|3.55924e-102|0
-58.1|0|1.34165e-101|1.12365e-101|0
-58|0|5.82935e-101|-4.74417e-101|0
-57.9|0|-1.52062e-100|-2.83646e-100|0
-57.8|0|-1.31332e-99|4.09286e-100|0
-57.7|0|6.51398e-100|5.82997e-99|0
-57.6|0|2.48756e-98|1.9572e-99|0
-57.5|0|2.81498e-98|-1.02151e-97|0
-57.4|0|-4.02194e-97|-1.98606e-97|0
-57.3|0|-1.14523e-96|1.51134e-96|0
-57.2|0|5.34366e-96|5.94099e-96|0
-57.1|0|2.87768e-95|-1.73803e-95|0
-57|0|-4.88353e-95|-1.32315e-94|0
-56.9|0|-5.82422e-94|9.68648e-95|0
-56.8|0|-6.07792e-95|2.46538e-93|0
-56.7|0|1.00392e-92|2.17369e-93|0
-56.6|0|1.67166e-92|-3.93016e-92|0
-56.5|0|-1.47018e-91|-9.85864e-92|0
-56.4|0|-5.14612e-91|5.21223e-91|0
-56.3|0|1.71413e-90|2.48798e-90|0
-56.2|0|1.138e-89|-5.02096e-90|0
-56.1|0|-1.15035e-89|-4.97545e-89|0
-56|0|-2.08974e-88|8.32718e-90|0
-55.9|0|-1.26086e-88|8.45244e-88|0
-55.8|0|3.28774e-87|1.14553e-87|0
-55.7|0|7.06638e-87|-1.22673e-86|0
-55.6|0|-4.35251e-86|-3.73885e-86|0
-55.5|0|-1.81307e-85|1.44935e-85|0
-55.4|0|4.384e-85|8.27049e-85|0
-55.3|0|3.59679e-84|-1.11744e-84|0
-55.2|0|-1.72763e-84|-1.5014e-83|0
-55.1|0|-6.0323e-83|-4.306e-84|0
-55|0|-6.14741e-83|2.33485e-82|0
-54.9|0|8.68095e-82|4.11917e-82|0
-54.8|0|2.24394e-81|-3.08648e-81|0
-54.7|0|-1.037e-80|-1.09821e-80|0
-54.6|0|-5.01683e-80|3.22814e-80|0
-54.5|0|8.85538e-80|2.17547e-79|0
-54.4|0|9.03649e-79|-1.85178e-79|0
-54.3|0|-6.25387e-80|-3.61189e-78|0
-54.2|0|-1.39095e-77|-2.34115e-78|0
-54.1|0|-1.88916e-77|5.15886e-77|0
-54|0|1.83497e-76|1.08704e-76|0
-53.9|0|5.43731e-76|-6.21855e-76|0
-53.8|0|-1.97699e-75|-2.5016e-75|0
-53.7|0|-1.0857e-74|5.73195e-75|0
-53.6|0|1.40398e-74|4.49807e-74|0
-53.5|0|1.79052e-73|-2.15986e-74|0
-53.4|0|4.31296e-74|-6.86893e-73|0
-53.3|0|-2.5401e-72|-6.345e-73|0
-53.2|0|-4.11334e-72|9.04137e-72|0
-53.1|0|3.08107e-71|2.14744e-71|0
-53|0|1.00628e-70|-9.96615e-71|0
-52.9|0|-3.00157e-70|-4.39514e-70|0
-52.8|0|-1.82266e-69|8.10206e-70|0
-52.7|0|1.75134e-69|7.24141e-69|0
-52.6|0|2.76981e-68|-1.57968e-69|0
-52.5|0|1.26873e-68|-1.02205e-67|0
-52.4|0|-3.63637e-67|-1.13824e-67|0
-52.3|0|-6.53088e-67|1.24471e-66|0
-52.2|0|4.07336e-66|3.17861e-66|0
-52.1|0|1.41246e-65|-1.26145e-65|0
-52|0|-3.61462e-65|-5.896e-65|0
-51.9|0|-2.34625e-64|9.13971e-65|0
-51.8|0|1.7516e-64|8.96601e-64|0
-51.7|0|3.30322e-63|-4.96547e-65|0
-51.6|0|1.9313e-63|-1.1749e-62|0
-51.5|0|-4.03088e-62|-1.42715e-62|0
-51.4|0|-7.57387e-62|1.33028e-61|0
-51.3|0|4.19508e-61|3.49375e-61|0
-51.2|0|1.48474e-60|-1.25002e-60|0
-51.1|0|-3.43578e-60|-5.95342e-60|0
-51|0|-2.28126e-59|8.26391e-60|0
-50.9|0|1.4582e-59|8.40706e-59|0
-50.8|0|2.99001e-58|1.03634e-60|0
-50.7|0|1.8551e-58|-1.02739e-57|0
-50.6|0|-3.40727e-57|-1.25625e-57|0
-50.5|0|-6.33843e-57|1.08753e-56|0
-50.4|0|3.3191e-56|2.80537e-56|0
-50.3|0|1.14801e-55|-9.57906e-56|0
-50.2|0|-2.55425e-55|-4.44109e-55|0
-50.1|0|-1.64372e-54|5.98114e-55|0
-50|0|1.04252e-54|5.85595e-54|0
-49.9|0|2.01491e-53|-7.96521e-56|0
-49.8|0|1.13791e-53|-6.70302e-53|0
-49.7|0|-2.15433e-52|-7.61326e-53|0
-49.6|0|-3.74118e-52|6.67191e-52|0
-49.5|0|1.97972e-51|1.60722e-51|0
-49.4|0|6.37565e-51|-5.57298e-51|0
-49.3|0|-1.45901e-50|-2.38977e-50|0
-49.2|0|-8.56922e-50|3.40653e-50|0
-49.1|0|6.27049e-50|2.95821e-49|0
-49|0|9.86748e-49|-3.94232e-50|0
-48.9|0|4.12506e-49|-3.18461e-48|0
-48.8|0|-9.9418e-48|-3.04256e-48|0
-48.7|0|-1.50285e-47|2.99615e-47|0
-48.6|0|8.67784e-47|6.35827e-47|0
-48.5|0|2.4649e-46|-2.39671e-46|0
-48.4|0|-6.21766e-46|-8.99703e-46|0
-48.3|0|-3.13612e-45|1.47068e-45|0
-48.2|0|2.94015e-45|1.05162e-44|0
-48.1|0|3.40717e-44|-3.6692e-45|0
-48|0|6.1815e-45|-1.06863e-43|0
-47.9|0|-3.24608e-43|-7.33611e-44|0
-47.8|0|-3.88146e-43|9.53867e-43|0
-47.7|0|2.70345e-42|1.65784e-42|0
-47.6|0|6.36055e-42|-7.34971e-42|0
-47.5|0|-1.89741e-41|-2.27738e-41|0
-47.4|0|-7.7519e-41|4.56578e-41|0
-47.3|0|9.83282e-41|2.53243e-40|0
-47.2|0|7.98528e-40|-1.69328e-40|0
-47.1|0|-1.16896e-40|-2.43732e-39|0
-47|0|-7.21129e-39|-8.14969e-40|0
-46.9|0|-5.78167e-39|2.06786e-38|0
-46.8|0|5.73843e-38|2.64673e-38|0
-46.7|0|1.03131e-37|-1.53602e-37|0
-46.6|0|-3.9423e-37|-3.67158e-37|0
-46.5|0|-1.22995e-36|9.60111e-37|0
-46.4|0|2.17497e-36|3.93266e-36|0
-46.3|0|1.21014e-35|-4.39091e-36|0
-46.2|0|-6.97613e-36|-3.59972e-35|0
-46.1|0|-1.03789e-34|3.66939e-36|0
-46|0|-3.50991e-35|2.90342e-34|0
-45.9|0|7.87965e-34|2.22626e-34|0
-45.8|0|9.50004e-34|-2.07163e-33|0
-45.7|0|-5.26077e-33|-3.47667e-33|0
-45.6|0|-1.16625e-32|1.28363e-32|0
-45.5|0|2.9821e-32|3.68535e-32|0
-45.4|0|1.11269e-31|-6.48752e-32|0
-45.3|0|-1.27676e-31|-3.2345e-31|0
-45.2|0|-9.09536e-31|2.07802e-31|0
-45.1|0|1.83366e-31|2.48028e-30|0
-45|0|6.56803e-30|5.0294e-31|0
-44.9|0|3.88618e-30|-1.68913e-29|0
-44.8|0|-4.21526e-29|-1.66032e-29|0
-44.7|0|-5.8832e-29|1.01854e-28|0
-44.6|0|2.3741e-28|1.88762e-28|0
-44.5|0|5.67457e-28|-5.30391e-28|0
-44.4|0|-1.12318e-27|-1.62475e-27|0
-44.3|0|-4.47196e-27|2.20804e-27|0
-44.2|0|3.84982e-27|1.18948e-26|0
-44.1|0|3.06755e-26|-5.20258e-27|0
-44|0|-1.81161e-27|-7.68341e-26|0
-43.9|0|-1.87069e-25|-2.25985e-26|0
-43.8|0|-1.1938e-25|4.42639e-25|0
-43.7|0|1.01687e-24|4.37129e-25|0
-43.6|0|1.38122e-24|-2.26314e-24|0
-43.5|0|-4.86208e-24|-4.00696e-24|0
-43.4|0|-1.09591e-23|1.00229e-23|0
-43.3|0|1.96257e-23|2.86402e-23|0
-43.2|0|7.20777e-23|-3.58304e-23|0
-43.1|0|-5.86528e-23|-1.75484e-22|0
-43|0|-4.14516e-22|7.73316e-23|0
-42.9|0|4.47205e-23|9.51479e-22|0
-42.8|0|2.12402e-21|1.91329e-22|0
-42.7|0|1.06017e-21|-4.61108e-21|0
-42.6|0|-9.72832e-21|-3.67796e-21|0
-42.5|0|-1.07834e-20|1.99149e-20|0
-42.4|0|3.94554e-20|2.8791e-20|0
-42.3|0|7.2155e-20|-7.53349e-20|0
-42.2|0|-1.37701e-19|-1.72315e-19|0
-42.1|0|-3.95497e-19|2.38219e-19|0
-42|0|3.81904e-19|8.76862e-19|0
-41.9|0|1.88401e-18|-5.41922e-19|0
-41.8|0|-5.94458e-19|-3.93033e-18|0
-41.7|0|-7.96988e-18|1.66163e-19|0
-41.6|0|-1.69926e-18|1.57151e-17|0
-41.5|0|3.01278e-17|7.23075e-18|0
-41.4|0|2.12926e-17|-5.61133e-17|0
-41.3|0|-1.01396e-16|-5.39621e-17|0
-41.2|0|-1.25218e-16|1.7736e-16|0
-41.1|0|2.99304e-16|2.73122e-16|0
-41|0|5.67546e-16|-4.84757e-16|0
-40.9|0|-7.47299e-16|-1.13218e-15|0
-40.8|0|-2.1783e-15|1.08103e-15|0
-40.7|0|1.42778e-15|4.0536e-15|0
-40.6|0|7.3087e-15|-1.61434e-15|0
-40.5|0|-1.2418e-15|-1.27797e-14|0
-40.4|0|-2.16789e-14|-4.96935e-16|0
-40.3|0|-5.09816e-15|3.56714e-14|0
-40.2|0|5.68992e-14|1.51521e-14|0
-40.1|0|3.48802e-14|-8.78848e-14|0
-40|0|-1.31231e-13|-7.07812e-14|0
-39.9|0|-1.32301e-13|1.88998e-13|0
-39.8|0|2.61677e-13|2.32347e-13|0
-39.7|0|3.87364e-13|-3.46692e-13|0
-39.6|0|-4.36546e-13|-6.16553e-13|0
-39.5|0|-9.39775e-13|5.16877e-13|0
-39.4|0|5.65073e-13|1.3737e-12|0
-39.3|0|1.92607e-12|-5.50292e-13|0
-39.2|0|-4.36125e-13|-2.58835e-12|0
-39.1|0|-3.32811e-12|1.86874e-13|0
-39|0|-2.21924e-13|4.08307e-12|0
-38.9|0|4.76006e-12|7.89578e-13|0
-38.8|0|1.47538e-12|-5.24202e-12|0
-38.7|0|-5.40544e-12|-2.18782e-12|0
-38.6|0|-2.78409e-12|5.14827e-12|0
-38.5|0|4.42409e-12|3.08688e-12|0
-38.4|0|2.92174e-12|-3.27363e-12|0
-38.3|0|-1.84127e-12|-2.17276e-12|0
-38.2|0|-8.44605e-13|3.63449e-13|0
-38.1|0|-8.78098e-13|-8.90203e-13|0
-38|0|-2.68495e-12|1.63396e-12|0
-37.9|0|1.77539e-12|4.07484e-12|0
-37.8|0|4.59972e-12|-1.35962e-12|0
-37.7|0|-6.35803e-13|-3.96936e-12|0
-37.6|0|-2.21663e-12|-3.06112e-14|0
-37.5|0|-3.04094e-13|-2.33193e-13|0
-37.4|0|-2.63706e-12|4.39766e-14|0
-37.3|0|-5.92789e-13|4.1649e-12|0
-37.2|0|4.22488e-12|1.18622e-12|0
-37.1|0|1.24698e-12|-2.75291e-12|0
-37|0|-3.14146e-13|-5.03206e-13|0
-36.9|0|8.6594e-13|-2.07901e-12|0
-36.8|0|-3.39873e-12|-2.21403e-12|0
-36.7|0|-2.70734e-12|3.10089e-12|0
-36.6|0|1.42813e-12|1.81095e-12|0
-36.5|0|-2.79518e-13|6.85569e-13|0
-36.4|0|2.1081e-12|2.56897e-12|0
-36.3|0|3.71147e-12|-2.1494e-12|0
-36.2|0|-9.63507e-13|-2.81223e-12|0
-36.1|0|-1.15952e-13|-5.6845e-13|0
-36|0|-1.43207e-12|-2.93659e-12|0
-35.9|0|-4.47596e-12|1.16122e-12|0
-35.8|0|1.13032e-13|3.41846e-12|0
-35.7|0|3.1673e-13|8.87016e-13|0
-35.6|0|1.25719e-12|2.87017e-12|0
-35.5|0|4.10438e-12|-1.11801e-12|0
-35.4|0|-1.04585e-12|-2.82555e-12|0
-35.3|0|-4.97279e-13|1.28593e-12|0
-35.2|0|1.17489e-12|-4.91712e-13|0
-35.1|0|1.0822e-12|5.09855e-13|0
-35|0|4.33562e-12|-3.84291e-12|0
-34.9|0|-4.42107e-12|-9.11934e-12|0
-34.8|0|-1.20852e-11|-5.51624e-14|0
-34.7|0|-9.39905e-12|1.04308e-11|0
-34.6|0|3.11763e-12|1.98104e-11|0
-34.5|0|2.58339e-11|8.64023e-12|0
-34.4|0|2.24601e-11|-2.32172e-11|0
-34.3|0|-1.04173e-11|-3.59476e-11|0
-34.2|0|-4.61571e-11|-1.18918e-11|0
-34.1|0|-4.16362e-11|4.7625e-11|0
-34|0|3.18273e-11|7.4367e-11|0
-33.9|0|1.00705e-10|9.05416e-12|0
-33.8|0|7.47287e-11|-1.05349e-10|0
-33.7|0|-7.10372e-11|-1.50712e-10|0
-33.6|0|-2.08992e-10|-1.26008e-11|0
-33.5|0|-1.39467e-10|2.16357e-10|0
-33.4|0|1.46016e-10|2.81961e-10|0
-33.3|0|3.93142e-10|1.23794e-11|0
-33.2|0|2.4505e-10|-4.15795e-10|0
-33.1|0|-2.97683e-10|-5.06959e-10|0
-33|0|-7.17963e-10|1.2671e-11|0
-32.9|0|-4.1544e-10|7.72137e-10|0
-32.8|0|5.69223e-10|8.95896e-10|0
-32.7|0|1.27433e-09|-6.35148e-11|0
-32.6|0|6.90708e-10|-1.36538e-09|0
-32.5|0|-1.01161e-09|-1.52151e-09|0
-32.4|0|-2.16175e-09|1.54085e-10|0
-32.3|0|-1.10657e-09|2.30944e-09|0
-32.2|0|1.71855e-09|2.48281e-09|0
-32.1|0|3.53091e-09|-3.08162e-10|0
-32|0|1.73771e-09|-3.75536e-09|0
-31.9|0|-2.77628e-09|-3.9306e-09|0
-31.8|0|-5.54906e-09|5.13822e-10|0
-31.7|0|-2.68015e-09|5.83244e-09|0
-31.6|0|4.24982e-09|6.00891e-09|0
-31.5|0|8.37414e-09|-7.59261e-10|0
-31.4|0|4.03188e-09|-8.67241e-09|0
-31.3|0|-6.18971e-09|-8.88302e-09|0
-31.2|0|-1.21673e-08|9.77417e-10|0
-31.1|0|-5.94575e-09|1.23427e-08|0
-31|0|8.53612e-09|1.2698e-08|0
-30.9|0|1.69815e-08|-1.03152e-09|0
-30.8|0|8.55106e-09|-1.67846e-08|0
-30.7|0|-1.11491e-08|-1.75135e-08|0
-30.6|0|-2.27678e-08|7.4846e-10|0
-30.5|0|-1.19798e-08|2.18149e-08|0
-30.4|0|1.37425e-08|2.3313e-08|0
-30.3|0|2.92882e-08|1.3078e-10|0
-30.2|0|1.6294e-08|-2.70284e-08|0
-30.1|0|-1.59147e-08|-2.98781e-08|0
-30|0|-3.60992e-08|-1.82828e-09|0
-29.9|0|-2.14344e-08|3.18914e-08|0
-29.8|0|1.72048e-08|3.68394e-08|0
-29.7|0|4.25769e-08|4.54545e-09|0
-29.6|0|2.71913e-08|-3.57193e-08|0
-29.5|0|-1.71569e-08|-4.35928e-08|0
-29.4|0|-4.79501e-08|-8.29931e-09|0
-29.3|0|-3.31399e-08|3.78717e-08|0
-29.2|0|1.54771e-08|4.94318e-08|0
-29.1|0|5.14613e-08|1.29359e-08|0
-29|0|3.8703e-08|-3.78143e-08|0
-28.9|0|-1.20969e-08|-5.35701e-08|0
-28.8|0|-5.24742e-08|-1.80215e-08|0
-28.7|0|-4.31781e-08|3.53434e-08|0
-28.6|0|7.28448e-09|5.53707e-08|0
-28.5|0|5.06699e-08|2.29676e-08|0
-28.4|0|4.59018e-08|-3.05905e-08|0
-28.3|0|-1.59941e-09|-5.44095e-08|0
-28.2|0|-4.61245e-08|-2.70459e-08|0
-28.1|0|-4.63784e-08|2.41234e-08|0
-28|0|-4.18954e-09|5.06883e-08|0
-27.9|0|3.93357e-08|2.96394e-08|0
-27.8|0|4.44096e-08|-1.67577e-08|0
-27.7|0|9.25559e-09|-4.45784e-08|0
-27.6|0|-3.11646e-08|-3.03081e-08|0
-27.5|0|-4.02007e-08|9.46984e-09|0
-27.4|0|-1.29484e-08|3.68408e-08|0
-27.3|0|2.26042e-08|2.89712e-08|0
-27.2|0|3.4268e-08|-3.12866e-09|0
-27.1|0|1.48656e-08|-2.84268e-08|0
-27|0|-1.46519e-08|-2.58974e-08|0
-26.9|0|-2.74112e-08|-1.66665e-09|0
-26.8|0|-1.50071e-08|2.02763e-08|0
-26.7|0|8.03504e-09|2.16119e-08|0
-26.6|0|2.04627e-08|4.64656e-09|0
-26.5|0|1.36772e-08|-1.31841e-08|0
-26.4|0|-3.1458e-09|-1.6818e-08|0
-26.3|0|-1.41409e-08|-5.94143e-09|0
-26.2|0|-1.13767e-08|7.6e-09|0
-26.1|0|3.71285e-11|1.21547e-08|0
-26|0|8.95555e-09|5.92014e-09|0
-25.9|0|8.69643e-09|-3.65365e-09|0
-25.8|0|1.56597e-09|-8.10072e-09|0
-25.7|0|-5.09622e-09|-5.06114e-09|0
-25.6|0|-6.10996e-09|1.21279e-09|0
-25.5|0|-2.08062e-09|4.94161e-09|0
-25.4|0|2.50651e-09|3.85248e-09|0
-25.3|0|3.92096e-09|6.81816e-11|0
-25.2|0|1.92926e-09|-2.72042e-09|0
-25.1|0|-9.77084e-10|-2.6455e-09|0
-25|0|-2.28874e-09|-5.81648e-10|0
-24.9|0|-1.48263e-09|1.30859e-09|0
-24.8|0|1.98869e-10|1.63473e-09|0
-24.7|0|1.21002e-09|6.44663e-10|0
-24.6|0|9.97491e-10|-5.11637e-10|0
-24.5|0|1.21975e-10|-9.08838e-10|0
-24.4|0|-5.59772e-10|-5.0185e-10|0
-24.3|0|-6.00632e-10|1.30149e-10|0
-24.2|0|-1.9273e-10|4.54321e-10|0
-24.1|0|2.04871e-10|3.29519e-10|0
-24|0|3.18058e-10|1.00496e-11|0
-23.9|0|1.59042e-10|-1.98725e-10|0
-23.8|0|-5.04922e-11|-1.95417e-10|0
-23.7|0|-1.39118e-10|-4.9357e-11|0
-23.6|0|-9.97835e-11|7.62012e-11|0
-23.5|0|-9.6966e-13|9.89594e-11|0
-23.4|0|5.61801e-11|5.16027e-11|0
-23.3|0|4.51788e-11|-1.7024e-11|0
-23.2|0|1.11289e-11|-4.65705e-11|0
-23.1|0|-2.16077e-11|-3.07872e-11|0
-23|0|-2.42496e-11|-9.05284e-12|0
-22.9|0|-1.91416e-12|1.27337e-11|0
-22.8|0|8.58476e-12|1.91044e-11|0
-22.7|0|1.21267e-11|7.30801e-12|0
-22.6|0|6.88667e-12|3.82943e-12|0
-22.5|0|-9.62682e-12|-1.33987e-12|0
-22.4|0|-1.02584e-11|-9.6199e-12|0
-22.3|0|-2.79323e-12|-4.96531e-12|0
-22.2|0|-1.4223e-13|-4.0497e-12|0
-22.1|0|1.02364e-11|-4.22069e-12|0
-22|0|1.2131e-11|7.8536e-12|0
-21.9|0|-5.60249e-13|1.10235e-11|0
-21.8|0|-5.36658e-12|6.38825e-12|0
-21.7|0|-1.15673e-11|7.84956e-12|0
-21.6|0|-2.40036e-11|-4.33039e-12|0
-21.5|0|-1.70077e-11|-2.99408e-11|0
-21.4|0|1.11176e-11|-4.58262e-11|0
-21.3|0|5.76586e-11|-4.45387e-11|0
-21.2|0|1.22639e-10|1.11898e-11|0
-21.1|0|1.25548e-10|1.63378e-10|0
-21|0|-6.3775e-11|3.27198e-10|0
-20.9|0|-4.55583e-10|2.69852e-10|0
-20.8|0|-7.98822e-10|-2.51132e-10|0
-20.7|0|-5.43837e-10|-1.20847e-09|0
-20.6|0|8.65518e-10|-1.90374e-09|0
-20.5|0|3.14077e-09|-9.30872e-10|0
-20.4|0|4.28478e-09|2.75677e-09|0
-20.3|0|1.08165e-09|7.79257e-09|0
-20.2|0|-8.00732e-09|9.03503e-09|0
-20.1|0|-1.84346e-08|-3.48534e-10|0
-20|0|-1.77337e-08|-2.16778e-08|0
-19.9|0|7.70779e-09|-4.16263e-08|0
-19.8|0|5.53513e-08|-3.14716e-08|0
-19.7|0|8.92776e-08|3.31963e-08|0
-19.6|0|4.72145e-08|1.33674e-07|0
-19.5|0|-1.07514e-07|1.80271e-07|0
-19.4|0|-3.05498e-07|4.72731e-08|0
-19.3|0|-3.38106e-07|-3.01405e-07|0
-19.2|0|2.70206e-08|-6.59635e-07|0
-19.1|0|7.65455e-07|-5.74815e-07|0
-19|0|1.33998e-06|3.33159e-07|0
-18.9|0|8.3905e-07|1.79491e-06|0
-18.8|0|-1.24184e-06|2.54114e-06|0
-18.7|0|-3.91757e-06|8.85876e-07|0
-18.6|0|-4.43541e-06|-3.53883e-06|0
-18.5|0|3.37487e-09|-7.97444e-06|0
-18.4|0|8.73455e-06|-6.92909e-06|1.24301e-10
-18.3|0|1.50952e-05|3.5507e-06|2.40464e-10
-18.2|0|9.06556e-06|1.94479e-05|4.60388e-10
-18.1|0|-1.33573e-05|2.63433e-05|8.72362e-10
-18|0|-3.96875e-05|7.80469e-06|1.63596e-09
-17.9|0|-4.16073e-05|-3.61287e-05|3.03636e-09
-17.8|0|4.12818e-06|-7.45701e-05|5.57757e-09
-17.7|0|8.29637e-05|-5.70758e-05|1.01403e-08
-17.6|0|0.000128555|4.14789e-05|1.82463e-08
-17.5|0|6.04871e-05|0.000169817|3.24956e-08
-17.4|0|-0.000130383|0.000200703|5.72797e-08
-17.3|0|-0.000315247|2.35662e-05|9.9933e-08
-17.2|0|-0.00027504|-0.000311327|1.72566e-07
-17.1|0|0.000107879|-0.000532276|2.94946e-07
-17|0|0.000637432|-0.000304419|4.98974e-07
-16.9|0|0.000810181|0.000423285|8.35536e-07
-16.8|0|0.000188247|0.00116167|1.38488e-06
-16.7|0|-0.00104903|0.00108244|2.27205e-06
-16.6|0|-0.00190445|-0.000250863|3.68973e-06
-16.5|0|-0.00118069|-0.00213012|5.93124e-06
-16.4|0|0.0012785|-0.0027935|9.43791e-06
-16.3|0|0.00377526|-0.000783437|1.48659e-05
-16.2|0|0.00357491|0.00322489|2.31791e-05
-16.1|0|-0.000617123|0.00594955|3.57768e-05
-16|0|-0.00639546|0.00371008|5.46648e-05
-15.9|0|-0.00831151|-0.0036886|8.26843e-05
-15.8|0|-0.00230001|-0.0108868|0.000123809
-15.7|0|0.0091175|-0.0100203|0.00018353
-15.6|0|0.0163023|0.00189071|0.000269331
-15.5|0|0.00958434|0.0173044|0.00039129
-15.4|0|-0.0102171|0.0214109|0.000562799
-15.3|0|-0.0278869|0.0048737|0.000801408
-15.2|0|-0.0238721|-0.0236638|0.00112981
-15.1|0|0.00655138|-0.0391675|0.00157696
-15|0|0.0420742|-0.0202249|0.00217922
-14.9|0|0.0476469|0.0266738|0.00298162
-14.8|0|0.00638036|0.0632339|0.00403911
-14.7|0|-0.0558175|0.0479806|0.00541756
-14.6|0|-0.0821293|-0.0212075|0.00719474
-14.5|0|-0.033713|-0.0912388|0.00946078
-14.4|0|0.0637286|-0.0908691|0.0123181
-14.3|0|0.126018|0.00097855|0.0158809
-14.2|0|0.0797742|0.117942|0.0202735
-14.1|0|-0.0586361|0.148964|0.0256276
-14|0|-0.174605|0.039914|0.0320791
-13.9|0|-0.146221|-0.135586|0.0397628
-13.8|0|0.0331546|-0.218424|0.0488069
-13.7|0|0.219843|-0.104862|0.0593253
-13.6|0|0.230387|0.135404|0.0714104
-13.5|0|0.0179985|0.291209|0.0851241
-13.4|0|-0.251691|0.192728|0.100489
-13.3|0|-0.324618|-0.110041|0.117482
-13.2|0|-0.0956561|-0.356199|0.136023
-13.1|0|0.260576|-0.296782|0.155974
-13|0|0.417111|0.0561829|0.177133
-12.9|0|0.19475|0.401633|0.199231
-12.8|0|-0.240263|0.405241|0.221939
-12.7|0|-0.494289|0.0236017|0.244871
-12.6|0|-0.304501|-0.418188|0.267593
-12.5|0|0.190095|-0.503498|0.289637
-12.4|0|0.544034|-0.120632|0.310515
-12.3|0|0.41041|0.401634|0.329735
-12.2|0|-0.115729|0.577446|0.346826
-12.1|0|-0.558739|0.221749|0.36135
-12|0|-0.497531|-0.35412|0.372925
-11.9|0|0.027982|-0.616823|0.381242
-11.8|0|0.537136|-0.312365|0.386074
-11.7|0|0.553964|0.283601|0.387294
-11.6|0|0.0598281|0.617499|0.384872
-11.5|0|-0.484313|0.379917|0.378884
-11.4|0|-0.573451|-0.201663|0.369503
-11.3|0|-0.135147|-0.582012|0.356991
-11.2|0|0.410038|-0.416616|0.341689
-11.1|0|0.556314|0.120535|0.324003
-11|0|0.188969|0.518345|0.304381
-10.9|0|-0.326071|0.420695|0.283297
-10.8|0|-0.508637|-0.0503195|0.261235
-10.7|0|-0.217346|-0.437534|0.238668
-10.6|0|0.243418|-0.395973|0.21604
-10.5|0|0.440179|-0.00277424|0.193759
-10.4|0|0.22137|0.350971|0.17218
-10.3|0|-0.170322|0.350139|0.151602
-10.2|0|-0.361811|0.0368648|0.132262
-10.1|0|-0.205918|-0.268211|0.114335
-10|0|0.111376|-0.292466|0.0979375
-9.9|0|0.283283|-0.0536788|0.083128
-9.8|0|0.17778|0.195738|0.069917
-9.7|0|-0.067728|0.231705|0.0582723
-9.6|0|-0.211803|0.0571726|0.0481275
-9.5|0|-0.143841|-0.136751|0.0393897
-9.4|0|0.0379844|-0.174659|0.0319476
-9.3|0|0.151557|-0.0520545|0.0256783
-9.2|0|0.109757|0.0916947|0.0204539
-9.1|0|-0.0193654|0.125586|0.0161463
-9|0|-0.103996|0.0426256|0.0126318
-8.9|0|-0.0793323|-0.059166|0.00979392
-8.8|0|0.00872922|-0.086313|0.0075259
-8.7|0|0.0685539|-0.032127|0.0057316
-8.6|0|0.054491|0.0368399|0.0043263
-8.5|0|-0.00326322|0.0567983|0.00323659
